scene,moteur,passe,rang,score,texte_min_1440x900_px,detail_1440x900_px,texte_min_1920x1080_px,texte_min_A4_pt,remplissage_blocs,remplissage_cartes,rapport_cadre,coudes,portes_geometriques,reglages
mise-en-service,elk,2,49,0.552,6.62,7.22,8.27,4.45,0.737,0.194,1.648,42,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,23,0.584,7.01,7.64,8.75,4.68,0.758,0.215,1.658,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,24,0.584,7.01,7.64,8.75,4.68,0.758,0.215,1.658,44,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.210,2.84,3.10,3.80,1.68,0.375,0.064,3.854,44,"rapport 3.854 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.210,2.84,3.10,3.80,1.68,0.375,0.064,3.854,44,"rapport 3.854 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.217,2.93,3.20,3.92,1.73,0.385,0.071,3.977,46,"rapport 3.977 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.217,2.93,3.20,3.92,1.73,0.385,0.071,3.977,46,"rapport 3.977 hors de [4:3 ; 16:9]","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=30 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,107,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,108,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,74,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,75,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,109,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,110,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,76,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,77,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,111,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,112,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,78,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,79,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,113,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,114,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,80,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,81,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=NETWORK_SIMPLEX inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,98,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,99,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,66,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,67,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,100,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,101,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,68,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,69,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.342,0.065,3.751,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,102,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,103,0.524,6.29,6.86,7.85,4.64,0.682,0.192,1.499,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
mise-en-service,elk,2,70,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,71,0.538,6.45,7.04,8.05,4.68,0.675,0.198,1.525,20,vertes,"mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
mise-en-service,elk,2,,0.213,2.89,3.15,3.86,1.71,0.347,0.063,3.664,24,"Q0_GO__L1__5858420b813f: segment oblique","mode=ports direction=DOWN inner=RIGHT wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=48 rootPadding=12 innerRatio=4.5 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
