scene,moteur,passe,rang,score,texte_min_1440x900_px,detail_1440x900_px,texte_min_1920x1080_px,texte_min_A4_pt,remplissage_blocs,remplissage_cartes,rapport_cadre,coudes,portes_geometriques,reglages
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,109,0.460,5.76,6.28,7.19,3.68,0.574,0.164,1.733,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,110,0.460,5.76,6.28,7.19,3.68,0.574,0.164,1.733,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,79,0.473,5.97,6.51,7.45,3.78,0.570,0.174,1.748,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,80,0.473,5.97,6.51,7.45,3.78,0.570,0.174,1.748,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,53,0.480,5.76,6.28,7.19,3.89,0.576,0.173,1.640,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,54,0.480,5.76,6.28,7.19,3.89,0.576,0.173,1.640,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,13,0.497,5.97,6.51,7.45,4.00,0.572,0.185,1.651,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,14,0.497,5.97,6.51,7.45,4.00,0.572,0.185,1.651,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,55,0.480,5.76,6.28,7.19,3.89,0.576,0.173,1.640,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,56,0.480,5.76,6.28,7.19,3.89,0.576,0.173,1.640,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,15,0.497,5.97,6.51,7.45,4.00,0.572,0.185,1.651,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,16,0.497,5.97,6.51,7.45,4.00,0.572,0.185,1.651,30,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=BRANDES_KOEPF inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,141,0.448,5.38,5.87,6.72,3.69,0.575,0.153,1.615,64,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,142,0.448,5.38,5.87,6.72,3.69,0.575,0.153,1.615,64,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,69,0.474,5.97,6.51,7.45,3.79,0.568,0.175,1.744,64,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,70,0.474,5.97,6.51,7.45,3.79,0.568,0.175,1.744,64,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,143,0.448,5.38,5.87,6.72,3.69,0.575,0.153,1.615,64,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,144,0.448,5.38,5.87,6.72,3.69,0.575,0.153,1.615,64,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,71,0.474,5.97,6.51,7.45,3.79,0.568,0.175,1.744,64,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,72,0.474,5.97,6.51,7.45,3.79,0.568,0.175,1.744,64,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=false labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,137,0.448,5.38,5.87,6.72,3.78,0.576,0.157,1.574,60,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,138,0.448,5.38,5.87,6.72,3.78,0.576,0.157,1.574,60,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,25,0.486,5.97,6.51,7.45,3.89,0.574,0.179,1.699,62,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,26,0.486,5.97,6.51,7.45,3.89,0.574,0.179,1.699,62,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=MEDIAN_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,139,0.448,5.38,5.87,6.72,3.78,0.576,0.157,1.574,60,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,140,0.448,5.38,5.87,6.72,3.78,0.576,0.157,1.574,60,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,27,0.486,5.97,6.51,7.45,3.89,0.574,0.179,1.699,62,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,28,0.486,5.97,6.51,7.45,3.89,0.574,0.179,1.699,62,vertes,"mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=NONE aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=30 edgeNodeGap=30 edgeGap=20 componentGap=60"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
sequence-bout-en-bout,elk,2,,0.000,0.00,0.00,0.00,0.00,0.000,0.000,0.000,0,"moteur : java.lang.IllegalStateException: Invalid hitboxes for scanline constraint calculation.","mode=ports direction=DOWN inner=DOWN wrap=MULTI_EDGE layerGap=30 rootLayerGap=90 nodeGap=24 rootPadding=12 innerRatio=2 placement=LINEAR_SEGMENTS inline=true labelLayer=SPACE_EFFICIENT_LAYER compaction=EDGE_LENGTH aspectRatio=1.78 edgeLayerGap=15 edgeNodeGap=15 edgeGap=10 componentGap=24"
