slug	name	priorityRank	graph_version	v23	zones_geo	lots_geo	signaux	citations_pct	focus30
saint-zenon	Saint-Zénon	372	2.3	1	0	nd	0	0	0
charette	Charette	373	none	0	0	nd	nd	nd	0
saint-denis-de-brompton	Saint-Denis-de-Brompton	374	2.3	1	0	nd	4	100	0
saint-emile-de-suffolk	Saint-Émile-de-Suffolk	375	2.3	1	nd	nd	4	100	0
sainte-clotilde-de-horton	Sainte-Clotilde-de-Horton	376	2.3	1	0	nd	4	100	0
cleveland	Cleveland	377	2.3	1	0	1112	3	100	0
sainte-seraphine	Sainte-Séraphine	378	2.3	1	0	nd	4	100	0
la-conception	La Conception	379	none	0	0	3083	nd	nd	0
lac-tremblant-nord	Lac-Tremblant-Nord	380	2.3	1	0	336	1	100	0
saint-celestin-nicolet-yamaska	Saint-Célestin	381	2.3	1	0	0	0	0	0
saint-andre-avellin	Saint-André-Avellin	382	2.3	1	0	nd	0	0	0
saint-francois-xavier-de-brompton	Saint-François-Xavier-de-Brompton	383	2.3	1	0	nd	2	100	0
saint-celestin-nicolet-yamaska-2	Saint-Célestin	384	2.3	1	0	0	0	0	0
plaisance	Plaisance	385	2.3	1	nd	nd	7	100	0
ogden	Ogden	386	2.3	1	0	nd	7	100	0
cheneville	Chénéville	387	2.3	1	nd	nd	9	0	0
saint-etienne-des-gres	Saint-Étienne-des-Grès	388	2.3	1	0	nd	3	100	0
trois-rivieres	Trois-Rivières	389	2.3	1	nd	nd	0	0	0
kingsey-falls	Kingsey Falls	390	2.3	1	0	1289	1	100	0
saint-elie-de-caxton	Saint-Élie-de-Caxton	391	2.3	1	0	nd	2	100	0
saint-wenceslas	Saint-Wenceslas	392	2.3	1	nd	nd	1	100	0
lac-des-plages	Lac-des-Plages	393	none	0	0	1409	nd	nd	0
sainte-catherine-de-hatley	Sainte-Catherine-de-Hatley	394	2.3	1	0	nd	9	89	0
saint-samuel	Saint-Samuel	395	2.3	1	0	nd	0	0	0
windsor	Windsor	396	2.3	1	0	nd	8	100	0
sainte-elizabeth-de-warwick	Sainte-Élizabeth-de-Warwick	397	2.3	1	0	nd	2	100	0
sainte-eulalie	Sainte-Eulalie	398	2.3	1	nd	nd	0	0	0
ayers-cliff	Ayer's Cliff	399	2.3	1	nd	978	16	94	0
danville	Danville	400	2.3	1	0	2362	3	100	0
labelle	Labelle	401	2.3	1	0	nd	13	54	0
val-joli	Val-Joli	402	2.3	1	0	nd	0	0	0
sherbrooke	Sherbrooke	403	2.3	1	nd	nd	0	0	0
saint-albert	Saint-Albert	404	2.3	1	0	nd	7	100	0
ripon	Ripon	405	2.3	1	nd	nd	5	100	0
north-hatley	North Hatley	406	2.3	1	0	nd	4	100	0
stanstead-memphremagog-2	Stanstead	407	2.3	1	0	0	2	50	0
saint-boniface	Saint-Boniface	408	2.3	1	0	nd	6	100	0
saint-claude	Saint-Claude	409	2.3	1	0	nd	2	100	0
aston-jonction	Aston-Jonction	410	2.3	1	nd	341	5	100	0
stanstead-est	Stanstead-Est	411	2.3	1	nd	nd	5	20	0
lac-simon	Lac-Simon	412	2.3	1	nd	2899	0	0	0
saint-sixte	Saint-Sixte	413	2.3	1	0	nd	4	100	0
hatley-township-municipality	Hatley (township municipality)	414	2.3	1	nd	276	10	100	0
lochaber	Lochaber	415	2.3	1	0	492	4	100	0
hatley	Hatley	416	2.3	1	nd	1111	4	100	0
val-des-sources	Val-des-Sources	417	2.3	1	0	nd	5	100	0
becancour	Bécancour	418	2.3	1	0	2681	6	100	0
notre-dame-du-mont-carmel	Notre-Dame-du-Mont-Carmel	419	2.3	1	nd	nd	11	100	0
saint-valere	Saint-Valère	420	2.3	1	0	nd	4	100	0
thurso	Thurso	421	2.3	1	0	nd	0	0	0
warwick	Warwick	422	2.3	1	0	nd	13	77	0
saint-sylvere	Saint-Sylvère	423	2.3	1	0	nd	3	100	0
tingwick	Tingwick	424	2.3	1	0	nd	0	0	0
barnston-ouest	Barnston-Ouest	425	2.3	1	nd	650	14	100	0
la-macaza	La Macaza	426	none	0	0	1565	nd	nd	0
saint-maurice	Saint-Maurice	427	2.3	1	nd	nd	12	75	0
la-minerve	La Minerve	428	2.3	1	0	2127	8	50	0
shawinigan	Shawinigan	429	2.3	1	nd	nd	14	93	0
waterville	Waterville	430	2.2	0	nd	nd	7	0	0
saint-georges-de-windsor	Saint-Georges-de-Windsor	431	2.3	1	0	nd	0	0	0
saint-mathieu-du-parc	Saint-Mathieu-du-Parc	432	2.3	1	0	nd	7	100	0
saint-michel-des-saints	Saint-Michel-des-Saints	433	2.3	1	0	nd	0	0	0
lochaber-partie-ouest	Lochaber-Partie-Ouest	434	2.3	1	0	653	3	100	0
daveluyville	Daveluyville	435	2.3	1	0	1868	6	50	0
maddington-falls	Maddington Falls	436	2.3	1	0	439	0	0	0
mayo	Mayo	437	none	0	0	nd	nd	nd	0
victoriaville	Victoriaville	438	2.3	1	0	nd	15	0	0
montpellier	Montpellier	439	none	0	0	nd	nd	nd	0
stoke	Stoke	440	2.3	1	0	nd	2	0	0
compton	Compton	441	2.3	1	nd	1806	6	100	0
champlain	Champlain	442	2.3	1	nd	nd	10	0	0
saint-rosaire	Saint-Rosaire	443	2.3	1	0	nd	2	100	0
wotton	Wotton	444	2.3	1	0	nd	0	0	0
duhamel	Duhamel	445	2.3	1	0	218	4	0	0
saint-luc-de-vincennes	Saint-Luc-de-Vincennes	446	2.3	1	nd	nd	3	100	0
ascot-corner	Ascot Corner	447	2.3	1	0	2175	0	0	0
saint-remi-de-tingwick	Saint-Rémi-de-Tingwick	448	2.3	1	0	nd	6	100	0
sainte-marie-de-blandford	Sainte-Marie-de-Blandford	449	2.3	1	0	nd	0	0	0
coaticook	Coaticook	450	2.3	1	nd	4064	8	100	0
mulgrave-et-derry	Mulgrave-et-Derry	451	2.3	1	nd	nd	2	100	0
saint-christophe-darthabaska	Saint-Christophe-d'Arthabaska	452	2.3	1	0	nd	3	100	0
lemieux	Lemieux	453	none	0	0	334	nd	nd	0
saint-narcisse	Saint-Narcisse	454	2.3	1	nd	nd	0	0	0
saint-adrien	Saint-Adrien	455	2.3	1	0	nd	0	0	0
saint-camille	Saint-Camille	456	2.3	1	0	nd	1	0	0
saint-louis-de-blandford	Saint-Louis-de-Blandford	457	2.3	1	0	nd	0	0	0
chesterville	Chesterville	458	2.3	1	0	nd	4	100	0
lange-gardien-les-collines-de-loutaouais	L'Ange-Gardien	459	2.3	1	0	0	0	0	0
westbury	Westbury	460	2.3	1	0	nd	4	100	0
cookshire-eaton	Cookshire-Eaton	461	2.3	1	0	2078	2	100	0
east-angus	East Angus	462	2.3	1	0	2010	8	88	0
martinville	Martinville	463	2.3	1	nd	nd	4	100	0
herouxville	Hérouxville	464	2.3	1	0	1385	4	100	0
sainte-genevieve-de-batiscan	Sainte-Geneviève-de-Batiscan	465	2.3	1	nd	nd	2	100	0
batiscan	Batiscan	466	2.3	1	nd	1224	37	97	0
princeville	Princeville	467	2.3	1	0	nd	5	100	0
dixville	Dixville	468	2.3	1	nd	837	10	0	0
saint-norbert-darthabaska	Saint-Norbert-d'Arthabaska	469	2.3	1	0	nd	0	0	0
sainte-edwidge-de-clifton	Sainte-Edwidge-de-Clifton	470	2.3	1	nd	nd	0	0	0
notre-dame-de-ham	Notre-Dame-de-Ham	471	2.3	1	0	nd	2	100	0
lascension	L'Ascension	472	2.2	0	nd	1588	11	0	0
saint-pierre-les-becquets	Saint-Pierre-les-Becquets	473	2.3	1	0	nd	0	0	0
sainte-cecile-de-levrard	Sainte-Cécile-de-Lévrard	474	2.3	1	0	nd	3	67	0
sainte-sophie-de-levrard	Sainte-Sophie-de-Lévrard	475	2.3	1	0	nd	9	100	0
nominingue	Nominingue	476	2.3	1	0	nd	9	56	0
saint-stanislas-des-chenaux	Saint-Stanislas	477	2.3	1	0	0	4	50	0
saint-severin-mekinac	Saint-Séverin	478	2.3	1	0	0	2	100	0
grandes-piles	Grandes-Piles	479	2.3	1	0	524	2	100	0
dudswell	Dudswell	480	2.3	1	0	1987	3	100	0
manseau	Manseau	481	2.3	1	0	nd	0	0	0
riviere-rouge	Rivière-Rouge	482	2.3	1	0	nd	9	100	0
ham-nord	Ham-Nord	483	2.3	1	0	760	4	100	0
sainte-helene-de-chester	Sainte-Hélène-de-Chester	484	2.3	1	0	nd	1	0	0
ham-sud	Ham-Sud	485	2.3	1	0	575	2	100	0
saint-tite	Saint-Tite	486	2.3	1	nd	nd	6	100	0
notre-dame-de-la-salette	Notre-Dame-de-la-Salette	487	2.3	1	0	nd	3	100	0
val-des-bois	Val-des-Bois	488	2.3	1	nd	nd	3	100	0
saint-hermenegilde	Saint-Herménégilde	489	2.3	1	nd	nd	0	0	0
saint-roch-de-mekinac	Saint-Roch-de-Mékinac	490	2.3	1	0	nd	2	100	0
saint-prosper-de-champlain	Saint-Prosper-de-Champlain	491	2.3	1	nd	nd	0	0	0
plessisville	Plessisville	492	2.3	1	0	nd	21	100	0
sainte-sophie-dhalifax	Sainte-Sophie-d'Halifax	493	2.3	1	0	nd	1	100	0
saint-fortunat	Saint-Fortunat	494	2.3	1	0	nd	0	0	0
sainte-anne-de-la-perade	Sainte-Anne-de-la-Pérade	495	2.3	1	nd	nd	3	100	0
deschaillons-sur-saint-laurent	Deschaillons-sur-Saint-Laurent	496	2.3	1	0	1070	2	100	0
fortierville	Fortierville	497	2.3	1	0	nd	2	100	0
parisville	Parisville	498	2.3	1	0	nd	5	100	0
sainte-francoise-becancour	Sainte-Françoise	499	2.3	1	0	0	4	100	0
notre-dame-de-lourdes-lerable	Notre-Dame-de-Lourdes	500	2.3	1	0	0	5	100	0
saint-adelphe	Saint-Adelphe	501	2.3	1	0	nd	0	0	0
saints-martyrs-canadiens	Saints-Martyrs-Canadiens	502	2.3	1	0	nd	2	100	0
gatineau	Gatineau	503	2.3	1	nd	39666	0	0	0
villeroy	Villeroy	504	2.3	1	0	nd	0	0	0
bury	Bury	505	2.3	1	0	1006	0	0	0
saint-isidore-de-clifton	Saint-Isidore-de-Clifton	506	2.3	1	0	nd	3	100	0
saint-malo	Saint-Malo	507	2.3	1	nd	nd	3	100	0
val-des-monts	Val-des-Monts	508	2.3	1	0	nd	9	100	0
notre-dame-du-laus	Notre-Dame-du-Laus	509	none	0	0	nd	nd	nd	0
saint-ferdinand	Saint-Ferdinand	510	2.3	1	0	nd	4	100	0
newport	Newport	511	2.3	1	0	nd	3	100	0
east-hereford	East Hereford	512	2.3	1	nd	394	0	0	0
weedon	Weedon	513	2.3	1	0	nd	2	100	0
lac-saguay	Lac-Saguay	514	2.3	1	0	1476	1	100	0
saint-julien	Saint-Julien	515	2.3	1	0	nd	0	0	0
saint-venant-de-paquette	Saint-Venant-de-Paquette	516	2.3	1	nd	nd	2	100	0
saint-jacques-le-majeur-de-wolfestown	Saint-Jacques-le-Majeur-de-Wolfestown	517	2.3	1	0	nd	5	100	0
sainte-thecle	Sainte-Thècle	518	2.3	1	0	nd	10	100	0
saint-casimir	Saint-Casimir	519	2.3	1	0	nd	6	100	0
bowman	Bowman	520	2.3	1	0	933	11	100	0
kiamika	Kiamika	521	2.3	1	0	721	10	100	0
saint-pierre-baptiste	Saint-Pierre-Baptiste	522	2.3	1	0	nd	0	0	0
leclercville	Leclercville	523	2.3	1	0	252	0	0	0
laurierville	Laurierville	524	2.3	1	0	1254	251	41	0
cantley	Cantley	525	2.3	1	0	nd	8	100	0
beaulac-garthby	Beaulac-Garthby	526	none	0	0	2084	nd	nd	0
saint-thuribe	Saint-Thuribe	527	2.3	1	nd	nd	0	0	0
denholm	Denholm	528	2.3	1	0	855	3	100	0
irlande	Irlande	529	none	0	0	926	nd	nd	0
val-alain	Val-Alain	530	2.3	1	0	nd	8	100	0
lac-du-cerf	Lac-du-Cerf	531	2.3	1	0	1161	4	25	0
deschambault-grondines	Deschambault-Grondines	532	2.3	1	nd	2191	0	0	0
saint-ubalde	Saint-Ubalde	533	2.3	1	nd	nd	2	100	0
lingwick	Lingwick	534	none	0	0	811	nd	nd	0
saint-marc-des-carrieres	Saint-Marc-des-Carrières	535	2.3	1	nd	nd	2	100	0
lac-aux-sables	Lac-aux-Sables	536	2.3	1	0	nd	0	0	0
disraeli-les-appalaches	Disraeli	537	2.3	1	0	0	8	100	0
trois-rives	Trois-Rives	538	2.3	1	0	nd	0	0	0
lotbiniere	Lotbinière	539	none	0	0	1135	nd	nd	0
disraeli-les-appalaches-2	Disraeli	540	none	0	0	0	nd	nd	0
scotstown	Scotstown	541	2.3	1	0	nd	5	100	0
chelsea	Chelsea	542	2.3	1	nd	nd	6	100	0
saint-adrien-dirlande	Saint-Adrien-d'Irlande	543	2.3	1	0	nd	0	0	0
lac-des-ecorces	Lac-des-Écorces	544	2.3	1	0	3149	4	100	0
saint-edouard-de-lotbiniere	Saint-Édouard-de-Lotbinière	545	2.3	1	0	nd	0	0	0
stratford	Stratford	546	2.3	1	nd	nd	4	100	0
saint-jean-de-brebeuf	Saint-Jean-de-Brébeuf	547	2.3	1	0	nd	0	0	0
saint-alban	Saint-Alban	548	2.3	1	nd	nd	2	0	0
hampden	Hampden	549	2.3	1	0	338	3	0	0
lyster	Lyster	550	2.2	0	0	1370	400	0	0
chute-saint-philippe	Chute-Saint-Philippe	551	2.3	1	0	1022	6	100	0
inverness	Inverness	552	2.3	1	0	982	5	100	0
saint-gilbert	Saint-Gilbert	553	2.3	1	nd	nd	5	100	0
saint-joseph-de-coleraine	Saint-Joseph-de-Coleraine	554	2.3	1	0	nd	0	0	0
la-patrie	La Patrie	555	2.3	1	0	1017	4	100	0
saint-janvier-de-joly	Saint-Janvier-de-Joly	556	2.3	1	0	nd	0	0	0
saint-aime-du-lac-des-iles	Saint-Aimé-du-Lac-des-Îles	557	2.3	1	0	nd	2	0	0
notre-dame-de-montauban	Notre-Dame-de-Montauban	558	2.3	1	0	nd	8	100	0
chartierville	Chartierville	559	2.3	1	0	nd	0	0	0
notre-dame-de-pontmain	Notre-Dame-de-Pontmain	560	none	0	0	nd	nd	nd	0
sainte-praxede	Sainte-Praxède	561	2.3	1	0	nd	0	0	0
lac-sainte-marie	Lac-Sainte-Marie	562	2.3	1	0	2995	1	100	0
stornoway	Stornoway	563	2.3	1	0	nd	0	0	0
portneuf	Portneuf	564	2.3	1	nd	nd	8	50	0
sainte-croix	Sainte-Croix	565	2.3	1	0	nd	6	100	0
low	Low	566	2.3	1	0	1262	0	0	0
laurier-station	Laurier-Station	567	2.3	1	0	1558	0	0	0
milan	Milan	568	none	0	0	nd	nd	nd	0
thetford-mines	Thetford Mines	569	2.3	1	0	nd	0	0	0
kinnears-mills	Kinnear's Mills	570	2.3	1	0	697	2	100	0
dosquet	Dosquet	571	2.3	1	0	855	2	100	0
sainte-christine-dauvergne	Sainte-Christine-d'Auvergne	572	2.3	1	0	nd	3	0	0
lac-saint-paul	Lac-Saint-Paul	573	2.2	0	0	766	77	0	0
notre-dame-du-sacre-coeur-dissoudun	Notre-Dame-du-Sacré-Coeur-d'Issoudun	574	2.3	1	0	nd	0	0	0
cap-sante	Cap-Santé	575	2.3	1	nd	2669	0	0	0
saint-flavien	Saint-Flavien	576	2.3	1	0	nd	0	0	0
sainte-agathe-de-lotbiniere	Sainte-Agathe-de-Lotbinière	577	2.3	1	0	nd	0	0	0
donnacona	Donnacona	578	2.3	1	nd	3613	1	100	0
saint-jacques-de-leeds	Saint-Jacques-de-Leeds	579	2.3	1	0	nd	2	0	0
val-racine	Val-Racine	580	2.3	1	0	nd	3	100	0
saint-romain	Saint-Romain	581	2.3	1	0	nd	0	0	0
la-peche	La Pêche	582	2.3	1	0	2233	7	100	0
saint-basile	Saint-Basile	583	2.3	1	nd	nd	9	100	0
mont-laurier	Mont-Laurier	584	2.3	1	0	nd	11	100	0
notre-dame-des-bois	Notre-Dame-des-Bois	585	2.3	1	0	nd	2	100	0
gracefield	Gracefield	586	2.3	1	0	1644	6	100	0
lambton	Lambton	587	2.3	1	0	2170	4	100	0
sainte-therese-de-la-gatineau	Sainte-Thérèse-de-la-Gatineau	588	2.3	1	0	nd	2	100	0
mont-saint-michel	Mont-Saint-Michel	589	2.3	1	0	nd	7	100	0
bouchette	Bouchette	590	2.3	1	0	1726	8	88	0
adstock	Adstock	591	2.3	1	0	3345	3	100	0
saint-leonard-de-portneuf	Saint-Léonard-de-Portneuf	592	2.3	1	0	nd	0	0	0
pontiac	Pontiac	593	2.3	1	0	nd	0	0	0
nantes	Nantes	594	2.3	1	0	nd	5	80	0
riviere-a-pierre	Rivière-à-Pierre	595	2.3	1	nd	nd	5	100	0
deleage	Déléage	596	2.3	1	0	1002	4	0	0
kazabazua	Kazabazua	597	2.3	1	0	2013	6	100	0
saint-agapit	Saint-Agapit	598	2.3	1	0	nd	6	100	0
saint-antoine-de-tilly	Saint-Antoine-de-Tilly	599	2.3	1	0	nd	0	0	0
saint-apollinaire	Saint-Apollinaire	600	2.3	1	0	nd	12	100	0
saint-pierre-de-broughton	Saint-Pierre-de-Broughton	601	2.3	1	0	nd	2	100	0
neuville	Neuville	602	2.3	1	nd	nd	4	100	0
saint-gilles	Saint-Gilles	603	2.3	1	0	nd	4	100	0
pont-rouge	Pont-Rouge	604	2.3	1	0	nd	7	100	0
marston	Marston	605	2.3	1	0	nd	0	0	0
courcelles-saint-evariste	Courcelles-Saint-Évariste	606	2.3	1	nd	1191	0	0	0
piopolis	Piopolis	607	2.3	1	0	nd	0	0	0
saint-sylvestre	Saint-Sylvestre	608	2.3	1	0	nd	0	0	0
saint-sebastien-le-granit	Saint-Sébastien	609	2.3	1	0	0	0	0	0
saint-patrice-de-beaurivage	Saint-Patrice-de-Beaurivage	610	2.3	1	0	nd	3	100	0
sainte-cecile-de-whitton	Sainte-Cécile-de-Whitton	611	2.3	1	0	nd	0	0	0
aumond	Aumond	612	2.3	1	0	1074	4	100	0
sainte-clotilde-de-beauce	Sainte-Clotilde-de-Beauce	613	2.3	1	0	nd	0	0	0
lac-sergent	Lac-Sergent	614	2.3	1	0	724	4	100	0
east-broughton	East Broughton	615	2.3	1	0	1279	4	100	0
sacre-coeur-de-jesus	Sacré-Coeur-de-Jésus	616	2.3	1	0	nd	4	100	0
lac-megantic	Lac-Mégantic	617	none	0	0	3320	nd	nd	0
blue-sea	Blue Sea	618	2.3	1	0	2316	3	0	0
saint-narcisse-de-beaurivage	Saint-Narcisse-de-Beaurivage	619	2.3	1	0	nd	0	0	0
sainte-anne-du-lac	Sainte-Anne-du-Lac	620	2.3	1	0	nd	2	100	0
maniwaki	Maniwaki	621	2.3	1	0	nd	3	0	0
messines	Messines	622	2.3	1	0	nd	4	100	0
la-guadeloupe	La Guadeloupe	623	2.3	1	0	1137	0	0	0
saint-raymond	Saint-Raymond	624	2.3	1	nd	nd	11	91	0
ferme-neuve	Ferme-Neuve	625	2.3	1	0	116	8	75	0
sainte-catherine-de-la-jacques-cartier	Sainte-Catherine-de-la-Jacques-Cartier	626	2.3	1	0	nd	9	100	0
alleyn-et-cawood	Alleyn-et-Cawood	627	2.3	1	0	892	2	100	0
saint-augustin-de-desmaures	Saint-Augustin-de-Desmaures	628	2.3	1	0	nd	4	100	0
saint-augustin-de-woburn	Saint-Augustin-de-Woburn	629	2.3	1	0	nd	0	0	0
saint-ephrem-de-beauce	Saint-Éphrem-de-Beauce	630	2.3	1	0	nd	0	0	0
egan-sud	Egan-Sud	631	2.3	1	0	597	4	25	0
lac-drolet	Lac-Drolet	632	2.3	1	0	1242	0	0	0
saint-severin-beauce-centre	Saint-Séverin	633	2.3	1	0	0	0	0	0
saint-hilaire-de-dorset	Saint-Hilaire-de-Dorset	634	2.3	1	0	nd	0	0	0
fossambault-sur-le-lac	Fossambault-sur-le-Lac	635	2.3	1	0	2115	3	100	0
saint-bernard	Saint-Bernard	636	2.3	1	nd	nd	5	100	0
frontenac	Frontenac	637	2.3	1	0	1339	2	100	0
tring-jonction	Tring-Jonction	638	2.3	1	0	nd	0	0	0
lac-saint-joseph	Lac-Saint-Joseph	639	2.3	1	0	550	2	100	0
saint-elzear-la-nouvelle-beauce	Saint-Elzéar	640	2.3	1	0	0	5	100	0
bois-franc	Bois-Franc	641	2.3	1	0	571	0	0	0
saint-lambert-de-lauzon	Saint-Lambert-de-Lauzon	642	2.3	1	0	nd	0	0	0
saint-victor	Saint-Victor	643	2.3	1	0	nd	3	100	0
saint-frederic	Saint-Frédéric	644	2.3	1	nd	nd	4	100	0
grand-remous	Grand-Remous	645	2.2	0	0	1104	331	0	0
saint-jules	Saint-Jules	646	2.3	1	0	nd	0	0	0
cayamant	Cayamant	647	2.3	1	0	nd	2	100	0
shannon	Shannon	648	2.3	1	0	nd	16	38	0
saint-honore-de-shenley	Saint-Honoré-de-Shenley	649	2.3	1	0	nd	6	50	0
audet	Audet	650	none	0	0	759	nd	nd	0
scott	Scott	651	2.3	1	0	nd	6	100	0
lac-poulin	Lac-Poulin	652	none	0	0	263	nd	nd	0
lancienne-lorette	L'Ancienne-Lorette	653	2.3	1	0	6188	0	0	0
sainte-marie	Sainte-Marie	654	2.3	1	nd	nd	0	0	0
saint-benoit-labre	Saint-Benoît-Labre	655	2.3	1	0	nd	8	100	0
levis	Lévis	656	2.3	1	nd	30225	7	100	0
saint-joseph-des-erables	Saint-Joseph-des-Érables	657	2.3	1	0	nd	0	0	0
thorne	Thorne	658	2.3	1	0	nd	3	100	0
saint-alfred	Saint-Alfred	659	2.3	1	0	nd	0	0	0
saint-isidore-la-nouvelle-beauce	Saint-Isidore	660	2.3	1	0	0	0	0	0
vallee-jonction	Vallée-Jonction	661	2.3	1	0	nd	0	0	0
bristol	Bristol	662	none	0	0	1468	nd	nd	0
saint-ludger	Saint-Ludger	663	2.3	1	0	nd	1	100	0
shawville	Shawville	664	2.3	1	0	nd	0	0	0
montcerf-lytton	Montcerf-Lytton	665	2.3	1	0	nd	1	0	0
quebec	Québec	666	none	0	nd	nd	nd	nd	0
saint-gabriel-de-valcartier	Saint-Gabriel-de-Valcartier	667	2.3	1	0	nd	1	0	0
otter-lake	Otter Lake	668	2.3	1	0	nd	4	100	0
clarendon	Clarendon	669	2.3	1	0	1077	42	100	0
sainte-henedine	Sainte-Hénédine	670	2.3	1	0	nd	2	100	0
saint-gedeon-de-beauce	Saint-Gédéon-de-Beauce	671	2.3	1	0	nd	0	0	0
saint-joseph-de-beauce	Saint-Joseph-de-Beauce	672	2.3	1	0	nd	7	100	0
saints-anges	Saints-Anges	673	2.3	1	0	nd	5	100	0
notre-dame-des-anges	Notre-Dame-des-Anges	674	none	0	0	nd	nd	nd	0
beauceville	Beauceville	675	2.3	1	0	5045	5	100	0
saint-martin	Saint-Martin	676	2.3	1	nd	nd	0	0	0
sainte-marguerite	Sainte-Marguerite	677	2.3	1	0	nd	4	100	0
lac-delage	Lac-Delage	678	none	0	0	436	nd	nd	0
notre-dame-des-pins	Notre-Dame-des-Pins	679	none	0	0	nd	nd	nd	0
saint-georges	Saint-Georges	680	2.3	1	0	nd	7	100	0
saint-henri	Saint-Henri	681	2.3	1	nd	nd	5	100	0
saint-anselme	Saint-Anselme	682	2.3	1	nd	nd	0	0	0
saint-rene	Saint-René	683	2.3	1	0	nd	1	0	0
litchfield	Litchfield	684	2.3	1	0	839	1	100	0
campbells-bay	Campbell's Bay	685	2.3	1	0	nd	8	100	0
saint-robert-bellarmin	Saint-Robert-Bellarmin	686	2.3	1	0	nd	2	0	0
bryson	Bryson	687	none	0	0	520	nd	nd	0
la-bostonnais	La Bostonnais	688	2.3	1	0	707	0	0	0
saint-simon-les-mines	Saint-Simon-les-Mines	689	2.3	1	0	nd	0	0	0
frampton	Frampton	690	2.3	1	0	1545	0	0	0
lac-beauport	Lac-Beauport	691	2.3	1	0	nd	0	0	0
sainte-petronille	Sainte-Pétronille	692	2.3	1	0	nd	3	0	0
portage-du-fort	Portage-du-Fort	693	2.3	1	0	nd	4	50	0
sainte-claire	Sainte-Claire	694	2.3	1	nd	nd	5	100	0
honfleur	Honfleur	695	none	0	nd	923	nd	nd	0
boischatel	Boischatel	696	2.3	1	nd	4077	5	100	0
saint-odilon-de-cranbourne	Saint-Odilon-de-Cranbourne	697	2.3	1	0	nd	4	100	0
lile-du-grand-calumet	L'Île-du-Grand-Calumet	698	2.3	1	0	805	0	0	0
saint-philibert	Saint-Philibert	699	2.3	1	0	nd	2	0	0
saint-come-liniere	Saint-Come-Liniere	700	2.3	1	0	nd	9	100	0
stoneham-et-tewkesbury	Stoneham-et-Tewkesbury	701	2.3	1	0	nd	5	100	0
saint-charles-de-bellechasse	Saint-Charles-de-Bellechasse	702	2.3	1	nd	nd	0	0	0
saint-benjamin	Saint-Benjamin	703	2.3	1	0	nd	0	0	0
saint-malachie	Saint-Malachie	704	2.3	1	nd	nd	0	0	0
beaumont	Beaumont	705	none	0	nd	2215	nd	nd	0
lange-gardien-la-cote-de-beaupre	L'Ange-Gardien	706	2.3	1	0	0	0	0	0
saint-pierre-de-lile-dorleans	Saint-Pierre-de-l'Île-d'Orléans	707	2.3	1	0	nd	0	0	0
saint-gervais	Saint-Gervais	708	2.3	1	nd	nd	0	0	0
saint-laurent-de-lile-dorleans	Saint-Laurent-de-l'Île-d'Orléans	709	2.3	1	0	nd	5	100	0
fort-coulonge	Fort-Coulonge	710	none	0	nd	nd	nd	nd	0
saint-theophile	Saint-Théophile	711	2.3	1	0	nd	0	0	0
sainte-brigitte-de-laval	Sainte-Brigitte-de-Laval	712	2.3	1	0	nd	8	100	0
saint-lazare-de-bellechasse	Saint-Lazare-de-Bellechasse	713	2.3	1	nd	nd	2	0	0
mansfield-et-pontefract	Mansfield-et-Pontefract	714	none	0	0	nd	nd	nd	0
saint-prosper	Saint-Prosper	715	2.3	1	nd	nd	2	100	0
saint-leon-de-standon	Saint-Léon-de-Standon	716	2.3	1	nd	nd	0	0	0
saint-nazaire-de-dorchester	Saint-Nazaire-de-Dorchester	717	2.3	1	nd	nd	0	0	0
lac-edouard	Lac-Édouard	718	2.3	1	0	490	2	100	0
la-durantaye	La Durantaye	719	none	0	nd	1011	nd	nd	0
saint-michel-de-bellechasse	Saint-Michel-de-Bellechasse	720	2.3	1	nd	nd	0	0	0
chateau-richer	Château-Richer	721	none	0	nd	nd	nd	nd	0
lac-etchemin	Lac-Etchemin	722	2.3	1	0	3450	8	50	0
saint-damien-de-buckland	Saint-Damien-de-Buckland	723	2.3	1	nd	nd	6	100	0
saint-neree-de-bellechasse	Saint-Nérée-de-Bellechasse	724	2.3	1	nd	nd	0	0	0
saint-zacharie	Saint-Zacharie	725	2.3	1	0	nd	0	0	0
sainte-famille-de-lile-dorleans	Sainte-Famille-de-l'Île-d'Orléans	726	2.3	1	0	nd	0	0	0
sainte-rose-de-watford	Sainte-Rose-de-Watford	727	2.3	1	0	nd	0	0	0
sainte-aurelie	Sainte-Aurélie	728	2.3	1	0	nd	0	0	0
saint-jean-de-lile-dorleans	Saint-Jean-de-l'Île-d'Orléans	729	2.3	1	0	nd	0	0	0
saint-raphael	Saint-Raphaël	730	2.3	1	nd	nd	7	100	0
saint-vallier	Saint-Vallier	731	2.3	1	nd	nd	0	0	0
notre-dame-auxiliatrice-de-buckland	Notre-Dame-Auxiliatrice-de-Buckland	732	none	0	nd	nd	nd	nd	0
saint-luc-de-bellechasse	Saint-Luc-de-Bellechasse	733	2.3	1	0	nd	0	0	0
